manifest_id,cohort,seed,domain,domain_label,value_head,rq_scope,task_type,stage,variant,architecture,teacher,source_checkpoint_ref,supervised_lr,max_epochs,original_training_set,estimator,puct,tree_sampling,anchor,width,iterations,workers,jpddl_heap,cpus,memory,time_limit,instance_timeout,completion_mode,dependency_ref,checkpoint_selection,status,notes,source_training_job_id,snapshot_epoch,analysis_roles
counters-on-1963100312-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,1963100312,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094315/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-2fc32f3/snapshots/snapshot_204_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-1963100312-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401268,204,stage1_counters_narrow_mcts_sensitivity
counters-on-2011206605-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,2011206605,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094328/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-067843/snapshots/snapshot_9_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-2011206605-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401269,9,stage1_counters_narrow_mcts_sensitivity
counters-on-1073581256-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,1073581256,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094333/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-1247c09/snapshots/snapshot_42_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-1073581256-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401270,42,stage1_counters_narrow_mcts_sensitivity
counters-on-1239739722-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,1239739722,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094346/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-7d9a779/snapshots/snapshot_80_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-1239739722-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401271,80,stage1_counters_narrow_mcts_sensitivity
counters-on-1472491096-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,1472491096,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094313/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-43e0a7a/snapshots/snapshot_18_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-1472491096-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401272,18,stage1_counters_narrow_mcts_sensitivity
counters-on-534933607-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,534933607,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094313/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-3c74d66/snapshots/snapshot_11_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-534933607-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401273,11,stage1_counters_narrow_mcts_sensitivity
counters-on-2082152039-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,2082152039,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094312/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-faf7d6/snapshots/snapshot_97_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-2082152039-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401274,97,stage1_counters_narrow_mcts_sensitivity
counters-on-1510771779-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,1510771779,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094317/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-17cc32a/snapshots/snapshot_41_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-1510771779-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401275,41,stage1_counters_narrow_mcts_sensitivity
counters-on-923500475-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,923500475,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094313/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-5194f74/snapshots/snapshot_2_1.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-923500475-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401276,2,stage1_counters_narrow_mcts_sensitivity
counters-on-1972442430-stage1-mcts_eval-primary-narrow-w5-i20-puct01,prospective-ten,1972442430,counters,Counters,on,RQ3/RQ4,mcts_eval,stage1,narrow_w5_i20_puct01,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture_2.counters-2026-08-20T18:13:56.094318/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04905448-72aea46/snapshots/snapshot_1_0.000",,,True,0.5,0.1,,,5,20,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-on-1972442430-stage1-train-primary,preselected dependency checkpoint,ready,Matched Counters branching-width sensitivity: width 5 with 20 simulations; compare only against the existing width-20/70 result. Width-5/70 is excluded.,20401277,1,stage1_counters_narrow_mcts_sensitivity
