csv_file,score_columns,direct_provenance_columns,companion_or_mapping,provenance_status
experiment_tracking/mcts_progressive_widening_cross_domain/terminal_results_20260901.csv,policy_score;fixed_score,source_pw_log,,direct
experiment_tracking/mcts_progressive_widening_pilot/results.csv,pw_score;policy_score;fixed_top20_score,job_id;fixed_top20_job_id;source_log,,direct
experiment_tracking/mcts_progressive_widening_pilot/summary.csv,mean_score,,experiment_tracking/mcts_progressive_widening_pilot/results.csv,companion
experiment_tracking/mcts_progressive_widening_sensitivity/kmin3_extension_manifest.csv,policy_score,source_checkpoint;source_training_job_id;histogram_logging,,direct
experiment_tracking/mcts_progressive_widening_sensitivity/kmin3_runtime_jobs.csv,score,job_id;source_checkpoint;source_log,,direct
experiment_tracking/mcts_progressive_widening_sensitivity/kmin3_runtime_summary.csv,successful_instances_with_runtime;success_runtime_min_seconds;success_runtime_q1_seconds;success_runtime_median_seconds;success_runtime_mean_seconds;success_runtime_q3_seconds;success_runtime_p90_seconds;success_runtime_max_seconds,,experiment_tracking/mcts_progressive_widening_sensitivity/kmin3_success_runtime_instances.csv;experiment_tracking/mcts_progressive_widening_sensitivity/kmin3_runtime_jobs.csv,companion
experiment_tracking/mcts_progressive_widening_sensitivity/results.csv,policy_score;matched_top20_score;score,job_id;source_evaluation_log;source_validation_log,,direct
experiment_tracking/mcts_runtime_cutoff_instances_20260831.csv,success;success_le_1800s;success_le_7200s;success_le_21600s,job_id;source_log;instance_path,,direct
experiment_tracking/mcts_runtime_cutoff_jobs_20260831.csv,recorded_successes;successes_le_1800s;successes_le_7200s;successes_le_21600s,job_id;source_log,,direct
experiment_tracking/mcts_safe_context/diagnostic_results.csv,eval_success,slurm_job;stdout_log;evaluation_log,,direct
experiment_tracking/mcts_safe_context/live_progress_snapshot.csv,successful_instances,job_id,,direct
experiment_tracking/mcts_safe_context/live_reconciliation_20260831.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log,direct
experiment_tracking/mcts_safe_drone/manifest.csv,baseline_policy_score;baseline_mcts_score;baseline_mcts_log,source_training_job;baseline_mcts_log;job_id;previous_cancelled_job_id,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/anchor_selection_corrected_frozen_20260901.csv,observed_auc;auc_lower_bound;auc_upper_bound;rescore_root,,experiment_tracking/mprime_validation_ipc_scale_v1/anchor_rescore_status_20260901_1022.csv;experiment_tracking/mprime_validation_ipc_scale_v1/anchor_tuning_manifest.csv,companion
experiment_tracking/mprime_validation_ipc_scale_v1/anchor_selection_frozen.csv,auc,job_id;source_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/corrected_endpoint_results.csv,score,evaluation_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/mprime_mcts_table_gap_20260904.csv,policy_checkpoint_scores_available;mcts_jobs_complete;mcts_jobs_required,,policy_provenance,companion
experiment_tracking/mprime_validation_ipc_scale_v1/terminal_led_stage2_selected_results_20260902.csv,stage1_score;stage2_selected_score,stage2_training_log;stage2_evaluation_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/terminal_stage2_planned_manifest.csv,mcts_requirement,source_stage1_training_job;source_checkpoint_ref;source_epoch;source_training_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage1_seeds_20260903.csv,validation_unique_scores;selected_test_score;observed_test_best_score,source_checkpoint_audit,experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_checkpoint_audit.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage1_summary_20260903.csv,mean_unique_validation_scores,seed_ledger,experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage1_seeds_20260903.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_checkpoints_20260903.csv,validation_success;test_success,training_job_id;training_log;policy_job_id;policy_log,checkpoint;training_log;policy_log,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_seeds_20260903.csv,validation_unique_scores;selected_test_score;observed_test_best_score,checkpoint_ledger,experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_checkpoints_20260903.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_summary_20260903.csv,mean_unique_validation_scores,seed_ledger,experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_seeds_20260903.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_led_stage2_selected_partial_20260902.csv,stage2_selected_score,stage2_training_log;stage2_evaluation_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_led_stage2_selected_results_20260903.csv,stage1_selected_score;stage2_selected_score,stage1_evaluation_log;stage2_training_log;stage2_evaluation_log,source_stage1_evaluation_log;source_stage2_training_log;source_stage2_evaluation_log,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_agreement_summary.csv,selected_test_success;best_observed_test_success,,experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_checkpoint_audit.csv,companion
experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_checkpoint_audit.csv,validation_success;test_success,training_log;evaluation_log,training_log;policy_log or job/path columns in file,direct
experiment_tracking/policy_endpoint_results.csv,score,source_training_job_id;evaluation_job_id;source_training_log;source_evaluation_log;source_validation_log;alternate_valid_job_ids;alternate_valid_log_paths,experiment_tracking/experiment_results.csv,direct
experiment_tracking/policy_paired_seed_results.csv,before_score;after_score,before_log;after_log,,direct
experiment_tracking/preserve3_terminal_led/delivery_policy_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;source_checkpoint_ref;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_delivery_off_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_delivery_on_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_zenotravel_off_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_zenotravel_on_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/terminal_led_selected_seed_results_20260903.csv,stage1_final_score;stage2_selected_score,stage1_training_log;stage1_evaluation_log;stage2_training_job_id;stage2_evaluation_job_id;stage2_evaluation_log,,direct
experiment_tracking/preserve3_terminal_led/terminal_stage2_tpp_off_policy_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/terminal_stage2_tpp_off_policy_retry2_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/terminal_stage2_tpp_off_policy_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/tpp_off_curve_node_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_off_policy_retry2_results_latest_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_node_retry2_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_node_retry3_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_node_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_results_latest_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_results_partial_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/rover_mcts_terminal_additions_20260831.csv,score,job_id;source_log,,direct
experiment_tracking/rover_stage2_terminal_mcts_20260901.csv,policy_score;mcts_30m;mcts_2h;mcts_6h;mcts_job_id,mcts_job_id;source_log,,direct
experiment_tracking/stage1_mcts_results.csv,mcts_job_id;successes,mcts_job_id;source_evaluation_log,source_log;completion_ledger;validation_log,direct
experiment_tracking/stage1_policy_mcts_cutoff_summary.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,source,experiment_tracking/policy_mcts_instance_audit.csv;experiment_tracking/stage1_mcts_results.csv,direct
experiment_tracking/stage1_policy_mcts_preferred_search_summary_20260902.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,row_level_companion,companion
experiment_tracking/stage2_epoch0_seed_audit_20260902.csv,stage1_score;stage2_epoch0_score,stage1_training_job_id;stage2_training_job_id;epoch0_evaluation_job_id;source_stage1_training_log;source_stage1_evaluation_log;source_stage2_training_log;source_epoch0_evaluation_log,source_stage1_training_log;source_stage1_evaluation_log;source_stage2_training_log;source_epoch0_evaluation_log,direct
experiment_tracking/stage2_mcts_branch_completion_current_results_20260904.csv,successes;successful_instance_runtime_seconds,job_id;source_training_job_id;source_evaluation_log;source_training_log,source_evaluation_log;job_id,direct
experiment_tracking/stage2_mcts_branch_completion_node_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/stage2_mcts_branch_completion_original_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/stage2_mcts_branch_coverage_20260902.csv,mcts_terminal;mcts_running;mcts_pending,job_ids_or_scope,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,direct
experiment_tracking/stage2_mcts_gap_decisions_20260902.csv,mcts_terminal;mcts_live;mcts_missing,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,companion
experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,policy_score;candidate_mcts_log_count;candidate_mcts_logs,source_training_job_id;policy_log;candidate_mcts_log_count;candidate_mcts_logs,policy_log;candidate_mcts_logs,direct
experiment_tracking/stage2_policy_controllers_20260831.csv,mcts_submitted,controller_job_id;resources,,direct
experiment_tracking/stage2_policy_mcts_comparison_20260901.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,companion
experiment_tracking/stage2_policy_mcts_comparison_by_branch_20260902.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv;experiment_tracking/main_val_stage2_drone_mcts_terminal_20260831.csv;experiment_tracking/rover_stage2_terminal_mcts_20260901.csv;experiment_tracking/mcts_counters_width_sensitivity/stage2_narrow_terminal_results.csv,companion
experiment_tracking/tpp_stage2_vh_off_regression_audit_20260902.csv,stage1_policy_score;stage2_policy_score;stage2_successes;stage2_mean_success_plan_length,stage1_eval_log;stage2_training_log;stage2_eval_log,stage1_eval_log;stage2_training_log;stage2_eval_log,direct
