experiment_id,domain,value_head,seed,mcts_job_id,slurm_state,exit_code,elapsed,width,iterations,puct,estimator,successes,ordinary_failures,instance_timeouts,timeout_instance_numbers,unprocessed_after_job_end,classified_instances,total_instances,inline_val_valid,inline_val_invalid,inline_val_agrees,source_evaluation_log,completion_manifest_local,validation_status,posthoc_val_audit_job,posthoc_val_valid,posthoc_val_invalid,posthoc_val_summary,notes
MAIN-VAL,drone,off,1239739722,20430058,COMPLETED,0:0,12:04:38,20,70,0.1,0.5,8,9,3,10;19;20,0,20,20,8,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430058_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401210_e0051.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430058.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,off,1472491096,20451724,COMPLETED,0:0,12:07:32,20,70,0.1,0.5,11,6,3,14;19;20,0,20,20,11,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451724_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401212_e0092.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20451724.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,off,534933607,20451725,COMPLETED,0:0,12:07:42,20,70,0.1,0.5,10,6,4,10;14;19;20,0,20,20,10,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451725_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401213_e0069.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20451725.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,off,2082152039,20430059,COMPLETED,0:0,08:46:18,20,70,0.1,0.5,6,12,2,10;20,0,20,20,6,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430059_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401214_e0038.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430059.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,off,1510771779,20430060,COMPLETED,0:0,12:07:01,20,70,0.1,0.5,5,11,4,10;14;19;20,0,20,20,5,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430060_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401215_e0016.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430060.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,off,923500475,20430061,COMPLETED,0:0,12:05:26,20,70,0.1,0.5,2,14,4,10;14;19;20,0,20,20,2,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430061_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401216_e0001.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430061.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,off,1972442430,20451726,COMPLETED,0:0,10:07:15,20,70,0.1,0.5,4,14,2,10;14,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451726_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401217_e0067.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20451726.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,1963100312,20430050,COMPLETED,0:0,12:07:43,20,70,0.1,0.5,3,13,4,10;14;19;20,0,20,20,3,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430050_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401197_e0001.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430050.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,2011206605,20430051,COMPLETED,0:0,12:11:19,20,70,0.1,0.5,8,8,4,10;14;19;20,0,20,20,8,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430051_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401198_e0019.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430051.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,1073581256,20431945,COMPLETED,0:0,12:12:21,20,70,0.1,0.5,16,0,4,10;14;19;20,0,20,20,16,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20431945_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401199_e0118.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20431945.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,1239739722,20430052,COMPLETED,0:0,09:43:30,20,70,0.1,0.5,6,13,1,20,0,20,20,6,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430052_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401200_e0023.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430052.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,1472491096,20430053,COMPLETED,0:0,11:26:39,20,70,0.1,0.5,11,6,3,10;19;20,0,20,20,11,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430053_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401201_e0021.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430053.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,534933607,20451720,COMPLETED,0:0,12:11:50,20,70,0.1,0.5,16,0,4,10;14;19;20,0,20,20,16,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451720_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401202_e0161.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20451720.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,2082152039,20430054,COMPLETED,0:0,12:09:45,20,70,0.1,0.5,11,5,4,10;14;19;20,0,20,20,11,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430054_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401203_e0026.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430054.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,1510771779,20430055,COMPLETED,0:0,12:10:43,20,70,0.1,0.5,10,6,4,10;14;19;20,0,20,20,10,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430055_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20401204_e0014.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430055.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,923500475,20451721,COMPLETED,0:0,07:18:46,20,70,0.1,0.5,11,8,1,20,0,20,20,11,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451721_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401205_e0103.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20451721.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,drone,on,1972442430,20430056,COMPLETED,0:0,11:25:57,20,70,0.1,0.5,12,6,2,10;14,0,20,20,12,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430056_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401206_e0021.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430056.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,1963100312,20430072,OUT_OF_MEMORY,0:125,2-06:08:17,20,70,0.1,0.5,9,0,10,9;11;12;13;14;15;16;17;18;19,1,19,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430072_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401228_e0008.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430072.eval_completed.jsonl,posthoc_VAL_valid,20544355,9,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,2011206605,20430073,OUT_OF_MEMORY,0:125,1-23:54:21,20,70,0.1,0.5,10,0,9,10;11;13;14;15;16;17;18;19,1,19,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430073_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20401229_e0046.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430073.eval_completed.jsonl,posthoc_VAL_valid,20544355,10,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,1073581256,20430074,TIMEOUT,0:0,3-00:00:02,20,70,0.1,0.5,7,0,3,8;9;10,10,10,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430074_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401230_e0022.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430074.eval_completed.jsonl,posthoc_VAL_valid,20544355,7,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
