snapshot_time,experiment_id,component,job_id,manifest_id,domain,value_head,seed,expected_pre_outage_state,cpus,memory_gib,time_limit,artifact_kind,evidence_source,recovery_policy,notes
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755747,preserve3-term-tpp-off-1510771779-a3,tpp,off,1510771779,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755748,preserve3-term-tpp-off-1963100312-a3,tpp,off,1963100312,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755749,preserve3-term-tpp-off-1972442430-a3,tpp,off,1972442430,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755750,preserve3-term-tpp-off-2011206605-a3,tpp,off,2011206605,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755752,preserve3-term-tpp-off-2082152039-a3,tpp,off,2082152039,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755753,preserve3-term-tpp-on-534933607-a10,tpp,on,534933607,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755754,preserve3-term-tpp-on-923500475-a10,tpp,on,923500475,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755755,preserve3-term-tpp-on-1073581256-a10,tpp,on,1073581256,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755756,preserve3-term-tpp-on-1239739722-a10,tpp,on,1239739722,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755757,preserve3-term-tpp-on-1472491096-a10,tpp,on,1472491096,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755759,preserve3-term-tpp-on-1510771779-a10,tpp,on,1510771779,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755760,preserve3-term-tpp-on-1963100312-a10,tpp,on,1963100312,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755761,preserve3-term-tpp-on-1972442430-a10,tpp,on,1972442430,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755762,preserve3-term-tpp-on-2011206605-a10,tpp,on,2011206605,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755763,preserve3-term-tpp-on-2082152039-a10,tpp,on,2082152039,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755764,preserve3-term-zenotravel-off-534933607-a30,zenotravel,off,534933607,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755765,preserve3-term-zenotravel-off-923500475-a30,zenotravel,off,923500475,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755766,preserve3-term-zenotravel-off-1073581256-a30,zenotravel,off,1073581256,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755768,preserve3-term-zenotravel-off-1239739722-a30,zenotravel,off,1239739722,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755769,preserve3-term-zenotravel-off-1472491096-a30,zenotravel,off,1472491096,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755770,preserve3-term-zenotravel-off-1510771779-a30,zenotravel,off,1510771779,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755771,preserve3-term-zenotravel-off-1963100312-a30,zenotravel,off,1963100312,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755772,preserve3-term-zenotravel-off-1972442430-a30,zenotravel,off,1972442430,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755773,preserve3-term-zenotravel-off-2011206605-a30,zenotravel,off,2011206605,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755776,preserve3-term-zenotravel-off-2082152039-a30,zenotravel,off,2082152039,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755777,preserve3-term-zenotravel-on-534933607-a0p3,zenotravel,on,534933607,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755778,preserve3-term-zenotravel-on-923500475-a0p3,zenotravel,on,923500475,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755779,preserve3-term-zenotravel-on-1073581256-a0p3,zenotravel,on,1073581256,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755780,preserve3-term-zenotravel-on-1239739722-a0p3,zenotravel,on,1239739722,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755781,preserve3-term-zenotravel-on-1472491096-a0p3,zenotravel,on,1472491096,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755782,preserve3-term-zenotravel-on-1510771779-a0p3,zenotravel,on,1510771779,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755783,preserve3-term-zenotravel-on-1963100312-a0p3,zenotravel,on,1963100312,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755785,preserve3-term-zenotravel-on-1972442430-a0p3,zenotravel,on,1972442430,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755786,preserve3-term-zenotravel-on-2011206605-a0p3,zenotravel,on,2011206605,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,stage2_training,20755787,preserve3-term-zenotravel-on-2082152039-a0p3,zenotravel,on,2082152039,campaign_mixed:21_terminal/39_running,6,48,3-00:00:00,training,experiment_tracking\four_domain_preservation\terminal_stage2_submissions.tsv,preserve_terminal_or_resume_from_latest_checkpoint,Query every ID; do not infer its individual state from submission order.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755790,pw70-kmin3-block_grouping-off-1963100312-s1,block_grouping,off,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755791,pw70-kmin3-block_grouping-off-2011206605-s1,block_grouping,off,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755792,pw70-kmin3-block_grouping-on-1963100312-s1,block_grouping,on,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755793,pw70-kmin3-block_grouping-on-2011206605-s1,block_grouping,on,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755794,pw70-kmin3-counters-off-1963100312-s1,counters,off,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755795,pw70-kmin3-counters-off-1963100312-s2,counters,off,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755796,pw70-kmin3-counters-off-2011206605-s1,counters,off,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755797,pw70-kmin3-counters-off-2011206605-s2,counters,off,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755798,pw70-kmin3-counters-on-1963100312-s1,counters,on,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755799,pw70-kmin3-counters-on-1963100312-s2,counters,on,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755800,pw70-kmin3-counters-on-2011206605-s1,counters,on,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-PW70-CROSS-DOMAIN,mcts_evaluation,20755801,pw70-kmin3-counters-on-2011206605-s2,counters,on,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_progressive_widening_cross_domain\pw70_followup_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,PW70 only; never pool with the completed mixed-budget/PW20 screen.
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755802,horizon-counters-off-1963100312-aware,counters,off,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=aware; preserve aware/unaware pairing.
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755803,horizon-counters-off-1963100312-unaware,counters,off,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=unaware; preserve aware/unaware pairing.
