manifest_id,task_type,domain,value_head,seed,stage,status,teacher,source_checkpoint_ref,source_training_job_id,snapshot_epoch,analysis_roles,training_state,training_log,excluded_nodes,notes
preserve3-term-tpp-off-1472491096-a3-policy-e0025-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_25_0.7500",20755746,25,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890770; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1472491096-a3-policy-e0040-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_40_1.0000",20755746,40,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890774; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1472491096-a3-policy-e0045-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_45_1.0000",20755746,45,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890775; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1472491096-a3-policy-e0065-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_65_1.0000",20755746,65,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890779; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1472491096-a3-policy-e0070-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_70_1.0000",20755746,70,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890780; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1472491096-a3-policy-e0075-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_75_1.0000",20755746,75,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890781; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1472491096-a3-policy-e0085-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_85_1.0000",20755746,85,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890783; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1472491096-a3-policy-e0099-node-retry1,policy_eval,tpp,off,1472491096,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:04:22.718999/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921278-43e0a7a/snapshots/snapshot_99_0.7500",20755746,99,preserve3_terminal_tpp_off_learning_curve;preserve3_terminal_tpp_off_final_policy,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755746_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1472491096_K0_P3TERMS2A3_src20523047.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890786; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0005-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_5_0.5000",20755747,5,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890789; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0015-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_15_0.5000",20755747,15,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890791; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0025-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_25_0.5000",20755747,25,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890793; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0035-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_35_0.5000",20755747,35,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890795; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0040-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_40_0.5000",20755747,40,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890796; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0050-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_50_0.5000",20755747,50,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890798; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0055-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_55_0.5000",20755747,55,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890799; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0060-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_60_0.5000",20755747,60,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890800; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0065-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_65_0.5000",20755747,65,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890801; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
preserve3-term-tpp-off-1510771779-a3-policy-e0070-node-retry1,policy_eval,tpp,off,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-01T09:01:35.980604/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04922175-17cc32a/snapshots/snapshot_70_0.5000",20755747,70,preserve3_terminal_tpp_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755747_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s1510771779_K0_P3TERMS2A3_src20523056.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact curve-point retry of job 20890802; failed before inference with node-local POSIX-semaphore ENOSPC. The two selected-endpoint gaps already have separate active retry2 jobs and are excluded here.
